name,sku,parent_sku,description,metadata,category_names,tag_names,quantities,list_prices,discount_codes,net_prices,image_url
"""Acrylic Board Toque""","""0030M-BL""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-BL.jpg"""
"""Acrylic Board Toque""","""0030M-BR""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Brown""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-BR.jpg"""
"""Acrylic Board Toque""","""0030M-CH""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Charcoal""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-CH.jpg"""
"""Acrylic Board Toque""","""0030M-FG""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Forest Green""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-FG.jpg"""
"""Acrylic Board Toque""","""0030M-FL""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Fluorescent Orange""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-FL.jpg"""
"""Acrylic Board Toque""","""0030M-NV""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Navy""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-NV.jpg"""
"""Acrylic Board Toque""","""0030M-PK""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Pink""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-PK.jpg"""
"""Acrylic Board Toque""","""0030M-RD""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Red""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-RD.jpg"""
"""Acrylic Board Toque""","""0030M-RY""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Royal Blue""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-RY.jpg"""
"""Acrylic Board Toque""","""0030M-SL""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Slate""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-SL.jpg"""
"""Acrylic Board Toque""","""0030M-SN""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Sand""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-SN.jpg"""
"""Acrylic Board Toque""","""0030M-WH""","""0030M-BL""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""White""}","[""Clothing""]",,"[1,144,576]","[""5.50"",""5.40"",""5.20""]",,"[2.3649999999999998,2.3649999999999998,2.3649999999999998]","""http://www.ajmintl.com/images_1/style_images_medium/0030M-WH.jpg"""
"""Acrylic Board Toque""","""0031M-BL/RD""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Black/Red""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-BL_RD.jpg"""
"""Acrylic Board Toque""","""0031M-BL/SL""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Black/Slate""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-BL_SL.jpg"""
"""Acrylic Board Toque""","""0031M-NV/SL""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Navy/Slate""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-NV_SL.jpg"""
"""Acrylic Board Toque""","""0031M-RD/BL""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Red/Black""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-RD_BL.jpg"""
"""Acrylic Board Toque""","""0031M-RY/BL""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Royal Blue/Black""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-RY_BL.jpg"""
"""Acrylic Board Toque""","""0031M-SL/BL""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Slate/Black""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-SL_BL.jpg"""
"""Acrylic Board Toque""","""0031M-SL/DG""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Slate/Dark Grey""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-SL_DG.jpg"""
"""Acrylic Board Toque""","""0031M-SL/NV""","""0031M-BL/RD""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Slate/Navy""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0031M-SL_NV.jpg"""
"""Acrylic Board Toque""","""0034M-BL/CH""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Black/Charcoal""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-BL_CH.jpg"""
"""Acrylic Board Toque""","""0034M-BL/RD""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Black/Red""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-BL_RD.jpg"""
"""Acrylic Board Toque""","""0034M-CH/BL""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Charcoal/Black""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-CH_BL.jpg"""
"""Acrylic Board Toque""","""0034M-CH/NV""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Charcoal/Navy""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-CH_NV.jpg"""
"""Acrylic Board Toque""","""0034M-NV/CH""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Navy/Charcoal""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-NV_CH.jpg"""
"""Acrylic Board Toque""","""0034M-NV/RD""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Navy/Red""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-NV_RD.jpg"""
"""Acrylic Board Toque""","""0034M-PK/WH""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Pink/White""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-PK_WH.jpg"""
"""Acrylic Board Toque""","""0034M-RD/BL""","""0034M-BL/CH""","""Acrylic\nBoard Toque\nRib knit""","{""color"":""Red/Black""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0034M-RD_BL.jpg"""
"""Acrylic Board Toque (Slouchy)""","""0070M-BL""","""0070M-BL""","""Acrylic\nBoard Toque (Slouchy)\nJersey knit""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0070M-BL.jpg"""
"""Acrylic Board Toque (Slouchy)""","""0070M-NV""","""0070M-BL""","""Acrylic\nBoard Toque (Slouchy)\nJersey knit""","{""color"":""Navy""}","[""Clothing""]",,"[1,144,576]","[""6.30"",""6.20"",""6.00""]",,"[2.709,2.709,2.709]","""http://www.ajmintl.com/images_1/style_images_medium/0070M-NV.jpg"""
"""Acrylic Board Toque (Wildlife)""","""0150M-BEAR5""","""0150M-BEAR5""","""Acrylic\nBoard Toque (Wildlife)\nRib knit""","{""color"":""BEAR5""}","[""Clothing""]",,"[1,144,576]","[""7.50"",""7.30"",""7.10""]",,"[3.225,3.225,3.225]","""http://www.ajmintl.com/images_1/style_images_medium/0150M-BEAR5.jpg"""
"""Acrylic Board Toque (Wildlife)""","""0150M-DEER5""","""0150M-BEAR5""","""Acrylic\nBoard Toque (Wildlife)\nRib knit""","{""color"":""DEER5""}","[""Clothing""]",,"[1,144,576]","[""7.50"",""7.30"",""7.10""]",,"[3.225,3.225,3.225]","""http://www.ajmintl.com/images_1/style_images_medium/0150M-DEER5.jpg"""
"""Acrylic Board Toque (Wildlife)""","""0150M-MOOSE5""","""0150M-BEAR5""","""Acrylic\nBoard Toque (Wildlife)\nRib knit""","{""color"":""MOOSE5""}","[""Clothing""]",,"[1,144,576]","[""7.50"",""7.30"",""7.10""]",,"[3.225,3.225,3.225]","""http://www.ajmintl.com/images_1/style_images_medium/0150M-MOOSE5.jpg"""
"""Acrylic Board Toque (Wildlife)""","""0150M-PIKE5""","""0150M-BEAR5""","""Acrylic\nBoard Toque (Wildlife)\nRib knit""","{""color"":""PIKE5""}","[""Clothing""]",,"[1,144,576]","[""7.50"",""7.30"",""7.10""]",,"[3.225,3.225,3.225]","""http://www.ajmintl.com/images_1/style_images_medium/0150M-PIKE5.jpg"""
"""Acrylic Board Toque (Wildlife)""","""0150M-WALLEYE5""","""0150M-BEAR5""","""Acrylic\nBoard Toque (Wildlife)\nRib knit""","{""color"":""WALLEYE5""}","[""Clothing""]",,"[1,144,576]","[""7.50"",""7.30"",""7.10""]",,"[3.225,3.225,3.225]","""http://www.ajmintl.com/images_1/style_images_medium/0150M-WALLEYE5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-BL/DWNHL5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""Black/DWNHL5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-BL_DWNHL5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-BL/SNWBR5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""Black/SNWBR5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-BL_SNWBR5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-BL/XCNTR5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""Black/XCNTR5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-BL_XCNTR5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-BL/HCK5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""Black/HCK5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-BL_HCK5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-NV/HCK5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""Navy/HCK5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-NV_HCK5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-RD/HCK5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""Red/HCK5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-RD_HCK5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-SL/HCK5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""Slate/HCK5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-SL_HCK5.jpg"""
"""Acrylic Board Toque (Sports)""","""0160M-WH/HCK5""","""0160M-BL/DWNHL5""","""Acrylic\nBoard Toque (Sports)\nRib knit""","{""color"":""White/HCK5""}","[""Clothing""]",,"[1,144,576]","[""7.00"",""6.80"",""6.60""]",,"[3.01,3.01,3.01]","""http://www.ajmintl.com/images_1/style_images_medium/0160M-WH_HCK5.jpg"""
"""Leather (Premium Cowhide) 5 Panel Traditional""","""0210M-BL""","""0210M-BL""","""Leather (Premium Cowhide)\n5 Panel Traditional\n3 3/4” Crown height\nBuckram flap behind front panel\nLeather peak with 2 rows of stitching (P3)\nLeather back strap with embossed flip buckle and metal grommet (B10, G4)""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""45.40"",""44.10"",""42.90""]",,"[19.522,19.522,19.522]","""http://www.ajmintl.com/images_1/style_images_medium/0210M-BL.jpg"""
"""Leather (Premium Cowhide) 6 Panel Pro""","""0280M-BL""","""0280M-BL""","""Leather (Premium Cowhide)\n6 Panel Pro\nBuckram laminated front panels with Pro-stitch\nPre-curved leather peak with 2 rows of stitching (P3)\nLeather back strap with embossed flip buckle and metal grommet (B10, G4)""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""45.60"",""44.30"",""43.10""]",,"[19.608,19.608,19.608]","""http://www.ajmintl.com/images_1/style_images_medium/0280M-BL.jpg"""
"""Acrylic Board Toque (Ribbon Ladies)""","""0290M-PK/RBN""","""0290M-PK/RBN""","""Acrylic\nBoard Toque (Ribbon Ladies)\nRib knit""","{""color"":""Pink/Ribbon""}","[""Clothing""]",,"[1,144,576]","[""9.00"",""8.80"",""8.50""]",,"[3.87,3.87,3.87]","""http://www.ajmintl.com/images_1/style_images_medium/0290M-PK_RBN.jpg"""
"""Leather (Premium Cowhide) 6 Panel Constructed Contour""","""0440M-BL""","""0440M-BL""","""Leather (Premium Cowhide)\n6 Panel Constructed Contour\nBuckram laminated front panels with Pro-stitch\nPre-curved leather peak with 2 rows of stitching (P3)\nLeather back strap with embossed flip buckle and metal grommet (B10, G4)""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""45.60"",""44.30"",""43.10""]",,"[19.608,19.608,19.608]","""http://www.ajmintl.com/images_1/style_images_medium/0440M-BL.jpg"""
"""Acrylic Jeep Cap""","""0490M-BL""","""0490M-BL""","""Acrylic\nJeep Cap\nRib knit\nPliable plastic peak""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""7.70"",""7.50"",""7.30""]",,"[3.311,3.311,3.311]","""http://www.ajmintl.com/images_1/style_images_medium/0490M-BL.jpg"""
"""Acrylic Jeep Cap""","""0490M-NV""","""0490M-BL""","""Acrylic\nJeep Cap\nRib knit\nPliable plastic peak""","{""color"":""Navy""}","[""Clothing""]",,"[1,144,576]","[""7.70"",""7.50"",""7.30""]",,"[3.311,3.311,3.311]","""http://www.ajmintl.com/images_1/style_images_medium/0490M-NV.jpg"""
"""Acrylic Cuff Toque""","""0530M-BL""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-BL.jpg"""
"""Acrylic Cuff Toque""","""0530M-BR""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Brown""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-BR.jpg"""
"""Acrylic Cuff Toque""","""0530M-CH""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Charcoal""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-CH.jpg"""
"""Acrylic Cuff Toque""","""0530M-FG""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Forest Green""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-FG.jpg"""
"""Acrylic Cuff Toque""","""0530M-FL""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Fluorescent Orange""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-FL.jpg"""
"""Acrylic Cuff Toque""","""0530M-NV""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Navy""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-NV.jpg"""
"""Acrylic Cuff Toque""","""0530M-RD""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Red""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-RD.jpg"""
"""Acrylic Cuff Toque""","""0530M-RY""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Royal Blue""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-RY.jpg"""
"""Acrylic Cuff Toque""","""0530M-SL""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Slate""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-SL.jpg"""
"""Acrylic Cuff Toque""","""0530M-SN""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""Sand""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-SN.jpg"""
"""Acrylic Cuff Toque""","""0530M-WH""","""0530M-BL""","""Acrylic\nCuff Toque\nRib knit""","{""color"":""White""}","[""Clothing""]",,"[1,144,576]","[""7.20"",""7.00"",""6.80""]",,"[3.096,3.096,3.096]","""http://www.ajmintl.com/images_1/style_images_medium/0530M-WH.jpg"""
"""Acrylic Scarf""","""0540M-NV""","""0540M-NV""","""Acrylic\nScarf\nRib knit, double-ply\nApproximately: (length x width)\n54\""x 6\"" - 137cm x 15cm""","{""color"":""Navy""}","[""Clothing""]",,"[1,144,576]","[""12.80"",""12.50"",""12.10""]",,"[5.5040000000000004,5.5040000000000004,5.5040000000000004]","""http://www.ajmintl.com/images_1/style_images_medium/0540M-NV.jpg"""
"""Acrylic Cuff Toque""","""0550M-BL""","""0550M-BL""","""Acrylic\nCuff Toque\nJersey knit""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""6.20"",""6.10"",""5.90""]",,"[2.666,2.666,2.666]","""http://www.ajmintl.com/images_1/style_images_medium/0550M-BL.jpg"""
"""Acrylic Cuff Toque""","""0550M-CH""","""0550M-BL""","""Acrylic\nCuff Toque\nJersey knit""","{""color"":""Charcoal""}","[""Clothing""]",,"[1,144,576]","[""6.20"",""6.10"",""5.90""]",,"[2.666,2.666,2.666]","""http://www.ajmintl.com/images_1/style_images_medium/0550M-CH.jpg"""
"""Acrylic Cuff Toque""","""0550M-FG""","""0550M-BL""","""Acrylic\nCuff Toque\nJersey knit""","{""color"":""Forest Green""}","[""Clothing""]",,"[1,144,576]","[""6.20"",""6.10"",""5.90""]",,"[2.666,2.666,2.666]","""http://www.ajmintl.com/images_1/style_images_medium/0550M-FG.jpg"""
"""Acrylic Cuff Toque""","""0550M-NV""","""0550M-BL""","""Acrylic\nCuff Toque\nJersey knit""","{""color"":""Navy""}","[""Clothing""]",,"[1,144,576]","[""6.20"",""6.10"",""5.90""]",,"[2.666,2.666,2.666]","""http://www.ajmintl.com/images_1/style_images_medium/0550M-NV.jpg"""
"""Acrylic Cuff Toque""","""0550M-RD""","""0550M-BL""","""Acrylic\nCuff Toque\nJersey knit""","{""color"":""Red""}","[""Clothing""]",,"[1,144,576]","[""6.20"",""6.10"",""5.90""]",,"[2.666,2.666,2.666]","""http://www.ajmintl.com/images_1/style_images_medium/0550M-RD.jpg"""
"""Acrylic Cuff Toque""","""0550M-WH""","""0550M-BL""","""Acrylic\nCuff Toque\nJersey knit""","{""color"":""White""}","[""Clothing""]",,"[1,144,576]","[""6.20"",""6.10"",""5.90""]",,"[2.666,2.666,2.666]","""http://www.ajmintl.com/images_1/style_images_medium/0550M-WH.jpg"""
"""Acrylic Neck Warmer""","""0560M-BL""","""0560M-BL""","""Acrylic\nNeck Warmer\nRib knit""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""4.70"",""4.60"",""4.40""]",,"[2.021,2.021,2.021]","""http://www.ajmintl.com/images_1/style_images_medium/0560M-BL.jpg"""
"""Acrylic Neck Warmer""","""0560M-NV""","""0560M-BL""","""Acrylic\nNeck Warmer\nRib knit""","{""color"":""Navy""}","[""Clothing""]",,"[1,144,576]","[""4.70"",""4.60"",""4.40""]",,"[2.021,2.021,2.021]","""http://www.ajmintl.com/images_1/style_images_medium/0560M-NV.jpg"""
"""Acrylic Balaclava""","""0600M-BL""","""0600M-BL""","""Acrylic\nBalaclava\nRib knit""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""7.40"",""7.20"",""7.00""]",,"[3.182,3.182,3.182]","""http://www.ajmintl.com/images_1/style_images_medium/0600M-BL.jpg"""
"""Leather (Premium Cowhide) 6 Panel Contour""","""0760M-BL""","""0760M-BL""","""Leather (Premium Cowhide)\n6 Panel Contour\nNo backing behind front panels\nPre-curved leather peak with 2 rows of stitching (P3)\nLeather back strap with embossed flip buckle and metal grommet (B10, G4)""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""45.30"",""44.00"",""42.80""]",,"[19.479,19.479,19.479]","""http://www.ajmintl.com/images_1/style_images_medium/0760M-BL.jpg"""
"""Leather (Premium Cowhide) 5 Panel Pro-Look""","""0850M-BL""","""0850M-BL""","""Leather (Premium Cowhide)\n5 Panel Pro-Look\nBuckram laminated front panel with Pro-stitch\nPre-curved leather peak with 2 rows of stitching (P3)\nLeather back strap with embossed flip buckle and metal grommet (B10, G4)""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""45.70"",""44.40"",""43.20""]",,"[19.651,19.651,19.651]","""http://www.ajmintl.com/images_1/style_images_medium/0850M-BL.jpg"""
"""Silver Nano ATB®-UV+ 6 Panel Constructed Full-Fit""","""0D630M-BL""","""0D630M-BL""","""Silver Nano ATB®-UV+\n6 Panel Constructed Full-Fit\nBuckram laminated front panels with Pro-stitch\nSelf cloth premium sweatband\nPre-curved peak\nSelf cloth/elastic back strap with tuck-in end and velcro closure (S28)""","{""color"":""Black""}","[""Clothing""]",,"[1,144,576]","[""14.60"",""14.20"",""13.80""]",,"[6.278,6.278,6.278]","""http://www.ajmintl.com/images_1/style_images_medium/0D630M-BL.jpg"""
"""Silver Nano ATB®-UV+ 6 Panel Constructed Full-Fit""","""0D630M-BU""","""0D630M-BL""","""Silver Nano ATB®-UV+\n6 Panel Constructed Full-Fit\nBuckram laminated front panels with Pro-stitch\nSelf cloth premium sweatband\nPre-curved peak\nSelf cloth/elastic back strap with tuck-in end and velcro closure (S28)""","{""color"":""Burgundy""}","[""Clothing""]",,"[1,144,576]","[""14.60"",""14.20"",""13.80""]",,"[6.278,6.278,6.278]","""http://www.ajmintl.com/images_1/style_images_medium/0D630M-BU.jpg"""
"""Silver Nano ATB®-UV+ 6 Panel Constructed Full-Fit""","""0D630M-CH""","""0D630M-BL""","""Silver Nano ATB®-UV+\n6 Panel Constructed Full-Fit\nBuckram laminated front panels with Pro-stitch\nSelf cloth premium sweatband\nPre-curved peak\nSelf cloth/elastic back strap with tuck-in end and velcro closure (S28)""","{""color"":""Charcoal""}","[""Clothing""]",,"[1,144,576]","[""14.60"",""14.20"",""13.80""]",,"[6.278,6.278,6.278]","""http://www.ajmintl.com/images_1/style_images_medium/0D630M-CH.jpg"""
"""Silver Nano ATB®-UV+ 6 Panel Constructed Full-Fit""","""0D630M-CI""","""0D630M-BL""","""Silver Nano ATB®-UV+\n6 Panel Constructed Full-Fit\nBuckram laminated front panels with Pro-stitch\nSelf cloth premium sweatband\nPre-curved peak\nSelf cloth/elastic back strap with tuck-in end and velcro closure (S28)""","{""color"":""Chili""}","[""Clothing""]",,"[1,144,576]","[""14.60"",""14.20"",""13.80""]",,"[6.278,6.278,6.278]","""http://www.ajmintl.com/images_1/style_images_medium/0D630M-CI.jpg"""
