MRF Item #	Category	Subcategory	New	Item Name	Min Qty	Min -47	48-95	96-239	240-479	480-959	300-599	600-2399	Mfg Code	Setup Charge	Reorder Setup Charge	Setup Charge Code	Catalog Copy	Ingredient Box (List of Ingredients)	Kosher	Units/Case	Ship Weight Each	Weight per Case	"Dimensional
Weight
Applies"	Drop Ship Available	Description	"Product Dimensions
L"	"Product Dimensions
W"	"Product Dimensions
H"	Imprint Details	"Imprint Dimensions
L"	"Imprint Dimensions
W"	Gift Cards Available	Packaging	Extra Bullets	Production Time	Image Filename
S8006BLKCA	10		X	Silver Delights Giant Party Tower	6	108.95	108.65	107.90					3C	50.00	20.00	C	"Our tallest tower ever! At nearly 2 feet tall, your customers will be thrilled to receive this wonderful gift… and they’ll love opening and enjoying what’s inside! This giant tower features eight boxes filled with nine different gourmet delights, including our Cocoa Dusted Truffles, Chocolate Covered Almonds and Double Dipped Chocolate Pretzels. You’re guaranteed to make everyone happy when you send this giant, delicious gift and it’s perfect for sharing in a large office. Serves 18-24."	"2 Pieces of Godiva® Chocolate, .75 oz.
Chocolate Sea Salt Caramel Corn, 5 oz.
6 Chocolate Dipped Pretzels, 4.8 oz.
Choice Virginia Peanuts, 6 oz.
Milk Chocolate Covered Almonds, 5 oz.
11 Cocoa Dusted Truffles, 3.5 oz.
2 Chocolate Covered Oreos®, 1.5 oz.
Chocolate Covered Peanuts, 6 oz.
Cranberry Walnut Mix, 5 oz."		4	10	31	X	X	Tower	8.125	7.25	23.625	Price includes imprint foil-stamped in silver on black ribbon.	3	0.75	X	Individual mailing cartons are included at no charge.		5 working days.	S8006BLK_NoBkgd.jpg
SCT102CA	9	9		Extra Fancy Jumbo Cashews in Silver Classic Treats Gift Box	24	16.35	16.35	16.30	16.30	16.25			3C	50.00	20.00	C	"These jumbo, great tasting, freshly roasted, extra fancy cashews are some of the very finest in the world. We roast them carefully to make sure they are extra crunchy, then lightly salt them to bring out that real, honest-to-goodness flavor. Cashews are a great source of magnesium, selenium, zinc and iron. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains five-ounces."	"Extra Fancy Jumbo Cashews, 5 oz."		48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT102_NoBkgd.jpg
SCT119CA	9	9		Chocolate Sea Salt Caramels in Silver Classic Treats Gift Box	24	17.45	17.45	17.40	17.40	17.35			3C	50.00	20.00	C	"These Sea Salt Caramels are a harmonious blend of complex flavors—soft, buttery caramel, made with dairy fresh cream, is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a bold flavor sensation. We are sure you will enjoy this exquisite treat. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains 8 caramels."	"Chocolate Sea Salt Caramels, 4.75 oz. (8 pieces)"		48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT119_NoBkgd.jpg
SCT121CA	9	9		English Butter Toffee in Silver Classic Treats Gift Box	24	17.45	17.45	17.40	17.40	17.35			3C	50.00	20.00	C	"Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar. It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains 12 pieces of toffee."	"English Butter Toffee, 5 oz. (12 pieces)"		48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT121_NoBkgd.jpg
SCT123CA	9	9		Pecan Turtles in Silver Classic Treats Gift Box	24	17.45	17.45	17.40	17.40	17.35			3C	50.00	20.00	C	"These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate! The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains 12 turtles."	"Pecan Turtles, 6 oz. (12 pieces)"	X	48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT123_NoBkgd.jpg
SCT124CA	9	9		Chocolate Covered Almonds in Silver Classic Treats Gift Box	24	16.35	16.35	16.30	16.30	16.25			3C	50.00	20.00	C	"These Milk Chocolate Covered Almonds are made with real cocoa. By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains five-ounces."	"Milk Chocolate Almonds, 5 oz."	X	48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT124_NoBkgd.jpg
SCT129CA	9	9		Peppermint Bark in Silver Classic Treats Gift Box	24	18.55	18.55	18.50	18.50	18.45			3C	50.00	20.00	C	"Our Peppermint Bark adds a delightful twist to the classic candy cane. We begin with a delicious, creamy confection on top of a layer of dark chocolate, then add a touch of genuine peppermint oil and a generous sprinkling of real candy cane bits. Just break into pieces to share and enjoy! The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains five-ounces."	"Peppermint Bark, 5 oz."		48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT129_NoBkgd.jpg
SCT141CA	9	9		Jumbo California Pistachios in Silver Classic Treats Gift Box	24	15.25	15.25	15.25	15.25	15.15			3C	50.00	20.00	C	"If you love extraordinary pistachios, you’ll not only appreciate these, you won’t be able to stop eating them. These are the exceptionally flavorful “new crop” pistachios, straight from California, packed fresh and crunchy for your enjoyment. Pistachios contain iron, protein and high levels of magnesium, which helps lower blood pressure. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains four-ounces."	"Jumbo California Pistachios, 1/4 lb."		48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT141_NoBkgd.jpg
SCT143CA	9	9		Cocoa Dusted Truffles in Silver Classic Treats Gift Box	24	16.35	16.35	16.30	16.30	16.25			3C	50.00	20.00	C	"Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow. Each box contains 11 truffles."	"Cocoa Dusted Truffles, 3.5 oz. (11 pieces)"		48	1	48	X	X	Gift Box	3.625	3.625	3.75	Price includes imprint foil-stamped in one of four colors on gift box.	2	1.5	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 4.25"" x 3.25""."	5 working days.	SCT143_NoBkgd.jpg
SL982CA	6		X	Sweet Elegance Gift Box	18	39.20	38.90	38.10	38.10				3C	50.00	20.00	C	"These cookies were created by our chef, who received his degrees in Culinary Baking and Pastry Arts from the Culinary Institute of America, widely regarded as the finest culinary school in the world. This sparkling silver box, tied with blue ribbon featuring your logo foil-stamped in silver, is filled with an assortment of cookies sure to satisfy any craving. Cookies will stay fresh for 90 days if stored at room temperature."	"Snickerdoodle Crisps, 2.5 oz.
Mixed Berry Tea Cookies, 4.5 oz.
Chocolate Chip Cookies, 4.5 oz.
Key Lime Tea Cookies, 4.5 oz."	X	12	2	21		X	Gift Box	7.375	7.375	2.25	Price includes imprint foil-stamped in silver on blue ribbon.	3	0.75	X	Individual mailing carton is included at no charge.	"Maximum size for enclosure cards: 6"" x 7""."	5 working days.	SL982_NoBkgd.jpg
SM405CA	10		X	Charming Snowman Tower	12	44.65	44.35	43.55					3C	50.00	20.00	C	"This charming Snowman Tower is filled with delicious gourmet treats including Chocolate Covered Almonds, Extra Fancy Jumbo Cashews and 4 pieces of our famous English Butter Toffee. After the treats have been enjoyed, he makes a great holiday centerpiece. Serves 6-8."	"Extra Fancy Jumbo Cashews, 5 oz.
Chocolate Covered Almonds, 5 oz.
4 pieces of English Butter Toffee, .5 oz. each"		12	4	43	X	X	Tower	5		9.5	Price includes imprint foil-stamped in red on white satin ribbon.	3	0.75	X	Individual mailing carton is included at no charge.		5 working days.	SM405_NoBkgd.jpg
SN567CA	10			Silver & Navy Tower of Treats	12	67.55	67.20	66.45					3C	50.00	20.00	C	"This sparkling tower contains an excellent assortment of gourmet treats that's guaranteed to please one and all! We include fresh-roasted Extra Fancy Jumbo Cashews, our legendary Chocolate Covered Almonds, Chocolate Covered Peanuts, White Frosted Pretzels and Chocolate Sea Salt Caramel Corn. It's almost too beautiful to open, but imagining what's inside is too much temptation for anyone! Your logo is foil-stamped in silver on the navy satin ribbon."	"Milk Chocolate Almonds, 5 oz.
Extra Fancy Jumbo Cashews, 5 oz.
Chocolate Covered Peanuts, 6 oz.
Chocolate Sea Salt Caramel Corn, 5 oz.
Frosted Pretzels, 1/2 lb."		6	3	23	X	X	Tower	7.375	3.875	9	Price includes imprint foil-stamped in silver on navy ribbon.	3	0.75	X	Individual mailing carton is included at no charge.		5 working days.	SN567_NoBkgd.jpg
SPD180CA	6		X	Bite-Sized Chocolate Chip Cookies in Silver Premium Delights Gift Box	24	12.00	12.00	11.95	11.95	11.90			3C	50.00	20.00	C	"These gourmet bite-sized chocolate chip cookies were created by our chef, who received his degrees in Culinary Baking & Pastry Arts from the Culinary Institute of America, widely regarded as the finest culinary school in the world. Approximately 20 cookies come packed in a metallic silver gift box imprinted with your logo in black and complete with a silver bow."	"Chocolate Chip Cookies, 4.5 oz."	X	48	1	28	X	X	Gift Box	3.5	2	6	Price includes imprint foil-stamped in black on gift box.	2	2	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 5"" x 3.25""."	5 working days.	SPD180_NoBkgd.jpg
SPD181CA	6		X	Bite-Sized Lemon Meringue Cookies in Silver Premium Delights Gift Box	24	12.00	12.00	11.95	11.95	11.90			3C	50.00	20.00	C	"These gourmet bite-sized lemon meringue cookies were created by our chef, who received his degrees in Culinary Baking & Pastry Arts from the Culinary Institute of America, widely regarded as the finest culinary school in the world. Approximately 50 cookies come packed in a metallic silver gift box imprinted with your logo in black and complete with a silver bow."	"Lemon Meringue Cookies, 4.5 oz."	X	48	1	28	X	X	Gift Box	3.5	2	6	Price includes imprint foil-stamped in black on gift box.	2	2	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 5"" x 3.25""."	5 working days.	SPD181_NoBkgd.jpg
SPD182CA	6		X	Bite-Sized Butter Toffee Pecan Cookies in Silver Premium Delights Gift Box	24	12.00	12.00	11.95	11.95	11.90			3C	50.00	20.00	C	"These gourmet bite-sized butter toffee pecan cookies were created by our chef, who received his degrees in Culinary Baking & Pastry Arts from the Culinary Institute of America, widely regarded as the finest culinary school in the world. Approximately 50 cookies come packed in a metallic silver gift box imprinted with your logo in black and complete with a silver bow."	"Butter Toffee Pecan Cookies, 4.5 oz."	X	48	1	28	X	X	Gift Box	3.5	2	6	Price includes imprint foil-stamped in black on gift box.	2	2	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 5"" x 3.25""."	5 working days.	SPD182_NoBkgd.jpg
SPD183CA	6		X	Bite-Sized Cranberry Shortbread Cookies in Silver Premium Delights Gift Box	24	12.00	12.00	11.95	11.95	11.90			3C	50.00	20.00	C	"These gourmet bite-sized cranberry shortbread cookies were created by our chef, who received his degrees in Culinary Baking & Pastry Arts from the Culinary Institute of America, widely regarded as the finest culinary school in the world. Approximately 20 cookies come packed in a metallic silver gift box imprinted with your logo in black and complete with a silver bow."	"Cranberry Shortbread Cookies, 4.5 oz."	X	48	1	28	X	X	Gift Box	3.5	2	6	Price includes imprint foil-stamped in black on gift box.	2	2	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 5"" x 3.25""."	5 working days.	SPD183_NoBkgd.jpg
SPD185CA	6		X	Bite-Sized Snickerdoodle Crisp Cookies in Silver Premium Delights Gift Box	24	12.00	12.00	11.95	11.95	11.90			3C	50.00	20.00	C	"These gourmet bite-sized snickerdoodle crisp cookies were created by our chef, who received his degrees in Culinary Baking & Pastry Arts from the Culinary Institute of America, widely regarded as the finest culinary school in the world. Approximately 20 cookies come packed in a metallic silver gift box imprinted with your logo in black and complete with a silver bow."	"Snickerdoodle Crisp Cookies, 2.5 oz."	X	48	1	28	X	X	Gift Box	3.5	2	6	Price includes imprint foil-stamped in black on gift box.	2	2	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 5"" x 3.25""."	5 working days.	SPD185_NoBkgd.jpg
SPD188CA	6		X	Bite-Sized Mixed Berry Tea Cookies in Silver Premium Delights Gift Box	24	12.00	12.00	11.95	11.95	11.90			3C	50.00	20.00	C	"These gourmet bite-sized mixed berry tea cookies were created by our chef, who received his degrees in Culinary Baking & Pastry Arts from the Culinary Institute of America, widely regarded as the finest culinary school in the world. Approximately 20 cookies come packed in a metallic silver gift box imprinted with your logo in black and complete with a silver bow."	"Mixed Berry Tea Cookies, 4.5 oz."	X	48	1	28	X	X	Gift Box	3.5	2	6	Price includes imprint foil-stamped in black on gift box.	2	2	X	Individual mailing carton is available at additional charge.	"Maximum size for enclosure cards: 5"" x 3.25""."	5 working days.	SPD188_NoBkgd.jpg
TR102CA	2			Classic Wooden 1925 Stake Truck with Extra Fancy Jumbo Cashews	18	44.65	44.35	43.55	43.55				3C	50.00	20.00	C	"Recipients will appreciate the style and craftsmanship of our version of a Classic 1925 Stake Truck almost as much as they'll appreciate the cargo! Both sides of the truck feature your imprint foil-stamped in gold. We include Extra Fancy Jumbo Cashews, five-ounces. Truck is imported."	"Extra Fancy Jumbo Cashews, 5 oz."		6	4	31	X	X	Stake Truck	10	3.5	4	Price includes your imprint foil-stamped in gold on both sides of Stake Truck.	1.5	1.5	X	Individual mailing carton is included at no charge.		5 working days.	TR102_NoBkgd.jpg
TR120CA	2			Classic Wooden 1925 Stake Truck with Chocolate Almonds & Extra Fancy Jumbo Cashews	18	49.00	48.70	47.95	47.95				3C	50.00	20.00	C	"Recipients will appreciate the style and craftsmanship of our version of a Classic 1925 Stake Truck almost as much as they'll appreciate the cargo! Both sides of the truck feature your imprint foil-stamped in gold. We include Extra Fancy Jumbo Cashews, five-ounces, and Chocolate Covered Almonds, five-ounces. Truck is imported."	"Extra Fancy Jumbo Cashews, 5 oz.
Milk Chocolate Almonds, 5 oz."		6	4	31	X	X	Stake Truck	10	3.5	4	Price includes your imprint foil-stamped in gold on both sides of Stake Truck.	1.5	1.5	X	Individual mailing carton is included at no charge.		5 working days.	TR120_NoBkgd.jpg
TR124CA	2			Classic Wooden 1925 Stake Truck with Chocolate Covered Almonds	18	43.55	43.25	42.50	42.50				3C	50.00	20.00	C	"Recipients will appreciate the style and craftsmanship of our version of a Classic 1925 Stake Truck almost as much as they'll appreciate the cargo! Both sides of the truck feature your imprint foil-stamped in gold. We include Chocolate Covered Almonds, five-ounces. Truck is imported."	"Milk Chocolate Almonds, 5 oz."	X	6	4	31	X	X	Stake Truck	10	3.5	4	Price includes your imprint foil-stamped in gold on both sides of Stake Truck.	1.5	1.5	X	Individual mailing carton is included at no charge.		5 working days.	TR124_NoBkgd.jpg
TR2002CA	2			1920 Tractor-Trailer Truck with Extra Fancy Jumbo Cashews	12	57.75	57.40	56.65	56.65				3C	50.00	20.00	C	"Everyone will want to add this 1920 Tractor-Trailer to their collection. The tractor-trailer includes your logo or imprint foil-stamped in gold on both sides. We include a package of freshly roasted Extra Fancy Jumbo Cashews, five-ounces. Every recipient of this wooden classic truck will appreciate its craftsmanship and style. Because each truck is made by hand, no two will be identical. Imported."	"Extra Fancy Jumbo Cashews, 5 oz."		6	5	36	X	X	Tractor-Trailer Truck	13.25	3.25	4.625	Price includes your imprint foil-stamped in gold on both sides of tractor trailer. 	2.5	1	X	Individual mailing carton is included at no charge.		5 working days.	TR2002_NoBkgd.jpg
TR2020CA	2			1920 Tractor-Trailer Truck with Chocolate Almonds & Extra Fancy Jumbo Cashews	12	62.10	61.75	61.00	61.00				3C	50.00	20.00	C	"Everyone will want to add this 1920 Tractor-Trailer to their collection. The tractor-trailer includes your logo or imprint foil-stamped in gold on both sides. We include a package of freshly roasted Extra Fancy Jumbo Cashews, five-ounces, and Chocolate Covered Almonds, five-ounces. Every recipient of this wooden classic truck will appreciate its craftsmanship and style. Because each truck is made by hand, no two will be identical. Imported."	"Extra Fancy Jumbo Cashews, 5 oz.
Milk Chocolate Almonds, 5 oz."		6	5	36	X	X	Tractor-Trailer Truck	13.25	3.25	4.625	Price includes your imprint foil-stamped in gold on both sides of tractor trailer. 	2.5	1	X	Individual mailing carton is included at no charge.		5 working days.	TR2020_NoBkgd.jpg
TR2024CA	2			1920 Tractor-Trailer Truck with Chocolate Covered Almonds	12	56.65	56.30	55.55	55.55				3C	50.00	20.00	C	"Everyone will want to add this 1920 Tractor-Trailer to their collection. The tractor-trailer includes your logo or imprint foil-stamped in gold on both sides. We include a package of Chocolate Covered Almonds, five-ounces. Every recipient of this wooden classic truck will appreciate its craftsmanship and style. Because each truck is made by hand, no two will be identical. Imported."	"Milk Chocolate Almonds, 5 oz."	X	6	5	36	X	X	Tractor-Trailer Truck	13.25	3.25	4.625	Price includes your imprint foil-stamped in gold on both sides of tractor trailer. 	2.5	1	X	Individual mailing carton is included at no charge.		5 working days.	TR2024_NoBkgd.jpg
TR2102CA	2			1930-Era Tractor-Trailer Truck with Extra Fancy Jumbo Cashews	12	57.75	57.40	56.65	56.65				3C	50.00	20.00	C	"A ""must have"" for all collectors, this 1930-Era Tractor-Trailer will be appreciated by every lucky recipient! The tractor-trailer features your logo foil-stamped in gold on both sides. We include a package of freshly roasted Extra Fancy Jumbo Cashews, five-ounces. Every recipient of this wooden classic truck will appreciate its craftsmanship and style. Because each truck is made by hand, no two will be identical. Quantity is limited so order early!"	"Extra Fancy Jumbo Cashews, 5 oz."		6	4	30	X	X	Tractor-Trailer Truck	12.25	3.25	4.25	Price includes your imprint foil-stamped in gold on both sides of tractor-trailer.	2.5	1	X	Individual mailing carton is included at no charge.		5 working days.	TR2102_NoBkgd.jpg
TR2120CA	2			1930-Era Tractor-Trailer Truck with Chocolate Almonds & Extra Fancy Jumbo Cashews	12	62.10	61.75	61.00	61.00				3C	50.00	20.00	C	"A ""must have"" for all collectors, this 1930-Era Tractor-Trailer will be appreciated by every lucky recipient! The tractor-trailer features your logo foil-stamped in gold on both sides. We include a package of Chocolate Covered Almonds and freshly roasted Extra Fancy Jumbo Cashews, five-ounces each. Every recipient of this wooden classic truck will appreciate its craftsmanship and style. Because each truck is made by hand, no two will be identical. Quantity is limited so order early!"	"Extra Fancy Jumbo Cashews, 5 oz.
Milk Chocolate Almonds, 5 oz."		6	4	30	X	X	Tractor-Trailer Truck	12.25	3.25	4.25	Price includes your imprint foil-stamped in gold on both sides of tractor-trailer.	2.5	1	X	Individual mailing carton is included at no charge.		5 working days.	TR2120_NoBkgd.jpg
TR2124CA	2			1930-Era Tractor-Trailer Truck with Chocolate Covered Almonds	12	56.65	56.30	55.55	55.55				3C	50.00	20.00	C	"A ""must have"" for all collectors, this 1930-Era Tractor-Trailer will be appreciated by every lucky recipient! The tractor-trailer features your logo foil-stamped in gold on both sides. We include a package of Chocolate Covered Almonds, five-ounces. Every recipient of this wooden classic truck will appreciate its craftsmanship and style. Because each truck is made by hand, no two will be identical. Quantity is limited so order early!"	"Milk Chocolate Almonds, 5 oz."	X	6	4	30	X	X	Tractor-Trailer Truck	12.25	3.25	4.25	Price includes your imprint foil-stamped in gold on both sides of tractor-trailer.	2.5	1	X	Individual mailing carton is included at no charge.		5 working days.	TR2124_NoBkgd.jpg
TR2802CA	2		X	1935-Era Delivery Truck with Extra Fancy Jumbo Cashews	12	67.55	67.20	66.45	66.45				3C	50.00	20.00	C	"** Available for shipment Fall of 2018. A slot in the lid allows this 1935-Era Delivery Truck to be conveniently used as a coin bank for loose change. Handcrafted and carefully painted, it features your logo foil-stamped in gold on both sides of the delivery truck. For a delicious accompaniment we include five-ounces of Extra Fancy Jumbo Cashews. Limited edition."	"Extra Fancy Jumbo Cashews, 5 oz."		6	6	36	X	X	Delivery Truck	11	3.5625	5	Price includes your imprint foil-stamped in gold on both sides of delivery truck.	2	0.75	X	Individual mailing cartons are included at no charge.	Available for shipment Fall of 2018.	5 working days.	TR2802_NoBkgd.jpg
TR2820CA	2		X	1935-Era Delivery Truck with Chocolate Almonds & Jumbo Cashews	12	71.90	71.60	70.80	70.80				3C	50.00	20.00	C	"** Available for shipment Fall of 2018. A slot in the lid allows this 1935-Era Delivery Truck to be conveniently used as a coin bank for loose change. Handcrafted and carefully painted, it features your logo foil-stamped in gold on both sides of the delivery truck. For a delicious accompaniment we include five-ounces each of Extra Fancy Jumbo Cashews and Chocolate Covered Almonds. Limited edition."	"Extra Fancy Jumbo Cashews, 5 oz.
Milk Chocolate Almonds, 5 oz."		6	6	36	X	X	Delivery Truck	11	3.5625	5	Price includes your imprint foil-stamped in gold on both sides of delivery truck.	2	0.75	X	Individual mailing cartons are included at no charge.	Available for shipment Fall of 2018.	5 working days.	TR2820_NoBkgd.jpg
TR2824CA	2		X	1935-Era Delivery Truck with Chocolate Covered Almonds	12	66.45	66.15	65.35	65.35				3C	50.00	20.00	C	"** Available for shipment Fall of 2018. A slot in the lid allows this 1935-Era Delivery Truck to be conveniently used as a coin bank for loose change. Handcrafted and carefully painted, it features your logo foil-stamped in gold on both sides of the delivery truck. For a delicious accompaniment we include five-ounces of Chocolate Covered Almonds. Limited edition."	"Milk Chocolate Almonds, 5 oz."	X	6	6	36	X	X	Delivery Truck	11	3.5625	5	Price includes your imprint foil-stamped in gold on both sides of delivery truck.	2	0.75	X	Individual mailing cartons are included at no charge.	Available for shipment Fall of 2018.	5 working days.	TR2824_NoBkgd.jpg
