Sku,Category1EN,Category1FR,Category2EN,Category2FR,Category3EN,Category3FR,Category4EN,Category4FR,Category5EN,Category5FR,NameEN,NameFR,DescriptionEN,DescriptionFR,Image,CatalogPage,CatalogYear,Active,CADCertified,CADValidUntilDate,CADGeneralInfoEN,CADGeneralInfoFR,CADMinQty1,CADMaxQty1,CADPrice1,CADSalePrice1,CADPriceCode1,CADPriceMsg1EN,CADPriceMsg1FR,CADMinQty2,CADMaxQty2,CADPrice2,CADSalePrice2,CADPriceCode2,CADPriceMsg2EN,CADPriceMsg2FR,CADMinQty3,CADMaxQty3,CADPrice3,CADSalePrice3,CADPriceCode3,CADPriceMsg3EN,CADPriceMsg3FR,CADMinQty4,CADMaxQty4,CADPrice4,CADSalePrice4,CADPriceCode4,CADPriceMsg4EN,CADPriceMsg4FR,CADMinQty5,CADMaxQty5,CADPrice5,CADSalePrice5,CADPriceCode5,CADPriceMsg5EN,CADPriceMsg5FR,CADMinQty6,CADMaxQty6,CADPrice6,CADSalePrice6,CADPriceCode6,CADPriceMsg6EN,CADPriceMsg6FR,CADMinQty7,CADMaxQty7,CADPrice7,CADSalePrice7,CADPriceCode7,CADPriceMsg7EN,CADPriceMsg7FR,CADMinQty8,CADMaxQty8,CADPrice8,CADSalePrice8,CADPriceCode8,CADPriceMsg8EN,CADPriceMsg8FR,CADMinQty9,CADMaxQty9,CADPrice9,CADSalePrice9,CADPriceCode9,CADPriceMsg9EN,CADPriceMsg9FR,CADMinQty10,CADMaxQty10,CADPrice10,CADSalePrice10,CADPriceCode10,CADPriceMsg10EN,CADPriceMsg10FR,CADOnSale,CADSaleStartDateTime,CADSaleEndDateTime,USDCertified,USDValidUntilDate,USDGeneralInfoEN,USDGeneralInfoFR,USDMinQty1,USDMaxQty1,USDPrice1,USDSalePrice1,USDPriceCode1,USDPriceMsg1EN,USDPriceMsg1FR,USDMinQty2,USDMaxQty2,USDPrice2,USDSalePrice2,USDPriceCode2,USDPriceMsg2EN,USDPriceMsg2FR,USDMinQty3,USDMaxQty3,USDPrice3,USDSalePrice3,USDPriceCode3,USDPriceMsg3EN,USDPriceMsg3FR,USDMinQty4,USDMaxQty4,USDPrice4,USDSalePrice4,USDPriceCode4,USDPriceMsg4EN,USDPriceMsg4FR,USDMinQty5,USDMaxQty5,USDPrice5,USDSalePrice5,USDPriceCode5,USDPriceMsg5EN,USDPriceMsg5FR,USDMinQty6,USDMaxQty6,USDPrice6,USDSalePrice6,USDPriceCode6,USDPriceMsg6EN,USDPriceMsg6FR,USDMinQty7,USDMaxQty7,USDPrice7,USDSalePrice7,USDPriceCode7,USDPriceMsg7EN,USDPriceMsg7FR,USDMinQty8,USDMaxQty8,USDPrice8,USDSalePrice8,USDPriceCode8,USDPriceMsg8EN,USDPriceMsg8FR,USDMinQty9,USDMaxQty9,USDPrice9,USDSalePrice9,USDPriceCode9,USDPriceMsg9EN,USDPriceMsg9FR,USDMinQty10,USDMaxQty10,USDPrice10,USDSalePrice10,USDPriceCode10,USDPriceMsg10EN,USDPriceMsg10FR,USDOnSale,USDSaleStartDateTime,USDSaleEndDateTime
CD Relaxation/Spa Music CD-2,Music CD,,,,,,,,,,CD Relaxation/Spa Music Clear Jewel Case,,"Set up: 40 (E)

An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com",,tranquility-cloudsclear.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Relaxation/Spa Music CD-3,Music CD,,,,,,,,,,CD Relaxation/Spa Music Clear Poly Sleeve,,"Set up: 40 (E)

Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com",,tranquility-sunflowerv.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Relaxation/Spa Music CD-4,Music CD,,,,,,,,,,CD Relaxation/Spa Music Greeting Card,,"Set up: 40 (E)

CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com",,tranquility-clouds.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Spanish Guitar Music CD-1,Music CD,,,,,,,,,,CD Spanish Guitar MusicTraditional Package,,"Set up: 40 (E)

Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com",,spanish_trad.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Spanish Guitar Music CD-2,Music CD,,,,,,,,,,CD Spanish Guitar Music Clear Jewel Case,,"Set up: 40 (E)

An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com",,spanish-guitarclear.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Spanish Guitar Music CD-3,Music CD,,,,,,,,,,CD Spanish Guitar Music Clear Poly Sleeve,,"Set up: 40 (E)

Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com",,spanish-guitarv.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Spanish Guitar Music CD-4,Music CD,,,,,,,,,,CD Spanish Guitar Music Greeting Card,,"Set up: 40 (E)

CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com",,spanish-guitar.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Tranquility Music CD-1,Music CD,,,,,,,,,,CD Tranquilityl Music Traditional Package,,"Set up: 40 (E)

Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com",,clouds_trad.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Tranquility Music CD-2,Music CD,,,,,,,,,,CD Tranquility Music Clear Jewel Case,,"Set up: 40 (E)

An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com",,tranquility-sunfloweclearr.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Tranquility Music CD-3,Music CD,,,,,,,,,,CD Tranquility Music Clear Poly Sleeve,,"Set up: 40 (E)

Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com",,tranquility-cloudsv.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Tranquility Music CD-4,Music CD,,,,,,,,,,CD Tranquility Music Greeting Card,,"Set up: 40 (E)

CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com",,tranquility-sunflower.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-5,Music CD,,,,,,,,,,CD Christmas Music Penguin Greeting Card,,Set up: 40 (E),,xmas-penguin.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-6,Music CD,,,,,,,,,,CD Christmas Music Snowflake Greeting Card,,Set up: 40 (E),,xmas-snowflake.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-7,Music CD,,,,,,,,,,CD Christmas Music Pointsettia Greetng Card,,Set up: 40 (E),,poisetta.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-8,Music CD,,,,,,,,,,CD Christmas Music Snowman Greeting Card,,Set up: 40 (E),,snowman.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-9,Music CD,,,,,,,,,,CD Christmas Music Santa Claus Greeting Card,,Set up: 40 (E),,santa.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-10,Music CD,,,,,,,,,,CD Christmas Music Peace on Earth Greeting Card,,Set up: 40 (E),,xmas-peace-on-earth.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-11,Music CD,,,,,,,,,,CD Christmas Music Compass Greeting Card,,Set up: 40 (E),,xmas-compass.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-12,Music CD,,,,,,,,,,CD Christmas Music Clear Poly Sleeve Globe,,Set up: 40 (E),,xmas-globev.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-13,Music CD,,,,,,,,,,CD Christmas Music Clear Poly Sleeve Snowflake,,Set up: 40 (E),,xmas-snowflakesv.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-14,Music CD,,,,,,,,,,CD Christmas Music Clear Poly Sleeve Compass,,Set up: 40 (E),,xmas-compassv.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-15,Music CD,,,,,,,,,,CD Christmas Music Clear Poly Sleeve Santa,,Set up: 40 (E),,xmas-santav.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-16,Music CD,,,,,,,,,,CD Christmas Music Clear Poly Sleeve Poinsettia,,Set up: 40 (E),,xmas-poinsettiav.jpg,,2016,Y,,,,,50,,4.49,,C,,,100,,4.29,,C,,,300,,3.99,,C,,,500,,3.75,,C,,,1000,,3.5,,C,,,2500,,3.25,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-17,Music CD,,,,,,,,,,CD Christmas Music Traditional Package Globe,,Set up: 40 (E),,globe_trad.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-18,Music CD,,,,,,,,,,CD Christmas Music Traditional Package Snowflake,,Set up: 40 (E),,snowflakes_trad.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-19,Music CD,,,,,,,,,,CD Christmas Music Traditional Package Penguin,,Set up: 40 (E),,penguin_trad.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-20,Music CD,,,,,,,,,,CD Christmas Music Traditional Package Compass,,Set up: 40 (E),,compass_trad.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-21,Music CD,,,,,,,,,,CD Christmas Music Traditional Package Santa,,Set up: 40 (E),,santa_trad.jpg,,2016,Y,,,,,50,,5.99,,C,,,100,,5.49,,C,,,300,,4.99,,C,,,500,,4.75,,C,,,1000,,4.5,,C,,,2500,,3.99,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-22,Music CD,,,,,,,,,,CD Christmas Music Clear Jewel Case Globe,,Set up: 40 (E),,xmas-globeclear.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-23,Music CD,,,,,,,,,,CD Christmas Music Clear Jewel Case Penguin,,Set up: 40 (E),,xmas-penguinclear.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-24,Music CD,,,,,,,,,,CD Christmas Music Clear Jewel Case Compass,,Set up: 40 (E),,xmas-compassclear.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-25,Music CD,,,,,,,,,,CD Christmas Music Clear Jewel Case Santa,,Set up: 40 (E),,xmas-santaclear.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Christmas Music CD-26,Music CD,,,,,,,,,,CD Christmas Music Clear Jewel Case Poinsettia,,Set up: 40 (E),,xmas-poinsettiaclear.jpg,,2016,Y,,,,,50,,4.99,,C,,,100,,4.49,,C,,,300,,4.29,,C,,,500,,3.85,,C,,,1000,,3.75,,C,,,2500,,3.5,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Business Card CD with DATA,Information CD,,,,,,,,,,CD Business Card CD with DATA,,"The standard rink shape Business Card CD can be either a CD-Recordable (blank) or a CD-ROM (duplicated from the supplied master). It can hold up to 50 megabytes, and is available in a clear vinyl sleeve. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,b-card_cd_3.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD-ROM with DATA,Information CD,,,,,,,,,,CD-ROM with DATA,,"The CD ROM is a 5"" CD that is duplicated from the supplied master. It can hold up to 650 megabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,coquitlamcopy.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Mini CD with DATA,Information CD,,,,,,,,,,CD Mini CD with DATA,,"The 3"" Mini Disc can be either a CD-Recordable (blank) or a CD-ROM (duplicated from the supplied master). It can hold up to 180 megabytes, and is available in a clear vinyl sleeve. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,minidvd.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Business Success on CD,Books on CD,,,,,,,,,,CD Books on CD,,Learn the best ideas from 5 of today's best BUSINESS BOOKS in just one hour! Call for Details,,businesssuccess.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Calendar in a CD Case,CD Case Calendar,,,,,,,,,,CD Calendar in a CD Case,,Full colour custom Calendar packed into a stand up CD Case - perfect for the Desk!!! Call For Details,,calendarcase1.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Calendar in a CD Case with CD,CD Case Calendar,,,,,,,,,,CD Calendar in a CD Case with CD,,Full colour custom Calendar packed into a stand up CD Case - perfect for the Desk!!! ADD a Music CD OR Information CD into the pacakge!!! Royalties Apply on Music CDs Call For Details,,calendarcasewithcd.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
