StyleCode,Description_En,Description_Fr,Catalogue_Supplement_Page_En,Catalogue_Supplement_Page_Fr,# of Colourways,Colourways,Colourway_En,Colourway_Fr,Mp Price,CL Price,VP Price,WebLink,Sizing,Short_Description_En,Short_Description_Fr
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,BL/RD,Black/Red,Noir/Rouge,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-BL_RD.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,BL/RY,Black/Royal Blue,Noir/Bleu royal,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-BL_RY.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,BL/WH,Black/White,Noir/Blanc,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-BL_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,NV/RD,Navy/Red,Bleu marine/Rouge,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-NV_RD.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,NV/WH,Navy/White,Bleu marine/Blanc,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-NV_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,RD/WH,Red/White,Rouge/Blanc,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-RD_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,RY/WH,Royal Blue/White,Bleu royal/Blanc,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-RY_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,SL/BL,Slate/Black,Gris ardoise/Noir,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-SL_BL.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,WH/BL,White/Black,Blanc/Noir,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-WH_BL.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F580M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of stitching with contrast edge (P5)~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et bordure contrastante (P5)~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),Page # 41 of catalogue~,Page # 41 du catalogue~,,WH/NV,White/Navy,Blanc/Bleu marine,$8.80 ,$8.60 ,$8.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F580M&mycolorimg=6F580M-WH_NV.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",27,BF/SN/WH,Black Forest/Sand/White,Vert forêt noir/Sable/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BF_SN_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BL/BL/GL,Black/Black/Gold,Noir/Noir/Or,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BL_BL_GL.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BL/BL/OR,Black/Black/Orange,Noir/Noir/Orange,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BL_BL_OR.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BL/BL/RD,Black/Black/Red,Noir/Noir/Rouge,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BL_BL_RD.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BL/BL/SN,Black/Black/Sand,Noir/Noir/Sable,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BL_BL_SN.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BL/BL/WH,Black/Black/White,Noir/Noir/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BL_BL_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BL/RD/WH,Black/Red/White,Noir/Rouge/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BL_RD_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BL/SL/WH,Black/Slate/White,Noir/Gris ardoise/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BL_SL_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BR/DB/WH,Brown/Delta Blue/White,Brun/Bleu delta/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BR_DB_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,BR/TO/WH,Brown/White,Brun/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-BR_TO_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,CS/CS/WH,Cerise/Cerise/White,Cerise/Cerise/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-CS_CS_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,KG/KG/MZ,Kelly Green/Kelly Green/Maize,Vert kelly/Vert kelly/Maïs,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-KG_KG_MZ.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,NV/NV/RD,Navy/Navy/Red,Bleu marine/Bleu marine/Rouge,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-NV_NV_RD.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,NV/NV/SN,Navy/Navy/Sand,Bleu marine/Bleu marine/Sable,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-NV_NV_SN.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,NV/NV/WH,Navy/Navy/White,Bleu marine/Bleu marine/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-NV_NV_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,NV/SL/WH,Navy/Slate/White,Bleu marine/Gris ardoise/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-NV_SL_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
6F617M,Deluxe Chino Twill~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Pre-curved peak with 8 rows of contrast stitching and piping (P47)~Underpeak and innertape matching to front panels~Self cloth premium sweatband~Self cloth / elastic back strap with tuck-in end and velcro closure (S28),Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée avec 8 rangées de couture et contour contrastante (P47)~Dessous de palette et liséré intérieur de même couleur que panneaux avant~Bandeau intérieur en tissu de qualité~Attache arrière en tissu / élastique avec bout insérable et fermeture velcro (S28),"Page # 42,43 of catalogue~","Page # 42,43 du catalogue~",,OL/SV/WH,Olive/Silver/White,Olive/White/Blanc,$8.90 ,$8.70 ,$8.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=6F617M&mycolorimg=6F617M-OL_SV_WH.jpg,N/A,Deluxe Chino Twill~6 Panel Constructed Full-Fit,Chino Croisé Deluxe~6 Panneaux «Forme Profonde Renforcé»
