StyleCode,Description_En,Description_Fr,Catalogue_Supplement_Page_En,Catalogue_Supplement_Page_Fr,# of Colourways,Colourways,Colourway_En,Colourway_Fr,Mp Price,CL Price,VP Price,WebLink,Sizing,Short_Description_En,Short_Description_Fr
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",12,BL,Black,Noir,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-BL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,BR,Brown,Brun,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-BR.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,CH,Charcoal,Gris charbon,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-CH.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,FG,Forest Green,Vert forêt,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-FG.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,FL,Fluorescent Orange,Orange Fluorescent,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-FL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,NV,Navy,Bleu marine,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-NV.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,PK,Pink,Rose,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-PK.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,RD,Red,Rouge,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-RD.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,RY,Royal Blue,Bleu royal,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-RY.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,SL,Slate,Gris ardoise,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-SL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,SN,Sand,Sable,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-SN.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0030M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,"Page # 121,149 of catalogue~Page # 5,41 of supplement","Page # 121,149 du catalogue~Page # 5,41 du suppl&eacute;ment",,WH,White,Blanc,$5.50 ,$5.40 ,$5.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0030M&mycolorimg=0030M-WH.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,8,BL/RD,Black/Red,Noir/Rouge,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-BL_RD.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,,BL/SL,Black/Slate,Noir/Gris ardoise,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-BL_SL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,,NV/SL,Navy/Slate,Bleu marine/Gris ardoise,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-NV_SL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,,RD/BL,Red/Black,Rouge/Noir,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-RD_BL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,,RY/BL,Royal Blue/Black,Bleu royal/Noir,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-RY_BL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,,SL/BL,Slate/Black,Gris ardoise/Noir,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-SL_BL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,,SL/DG,Slate/Dark Grey,Gris ardoise/Gris foncé,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-SL_DG.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0031M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 151 of catalogue~Page # 7 of supplement,Page # 151 du catalogue~Page # 7 du suppl&eacute;ment,,SL/NV,Slate/Navy,Gris ardoise/Bleu marine,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0031M&mycolorimg=0031M-SL_NV.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,8,BL/CH,Black/Charcoal,Noir/Gris charbon,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-BL_CH.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,,BL/RD,Black/Red,Noir/Rouge,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-BL_RD.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,,CH/BL,Charcoal/Black,Gris charbon/Noir,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-CH_BL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,,CH/NV,Charcoal/Navy,Gris charbon/Bleu marine,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-CH_NV.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,,NV/CH,Navy/Charcoal,Bleu marine/Gris charbon,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-NV_CH.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,,NV/RD,Navy/Red,Bleu marine/Rouge,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-NV_RD.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,,PK/WH,Pink/White,Rose/Blanc,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-PK_WH.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0034M,Acrylic~Board Toque~Rib knit,Acrylique~Tuque «Board»~Tricot côtelé,Page # 150 of catalogue~Page # 6 of supplement,Page # 150 du catalogue~Page # 6 du suppl&eacute;ment,,RD/BL,Red/Black,Rouge/Noir,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0034M&mycolorimg=0034M-RD_BL.jpg,N/A,Acrylic~Board Toque,Acrylique~Tuque «Board»
0070M,Acrylic~Board Toque (Slouchy)~Jersey knit,Acrylique~Tuque «Board» (Recourbé)~Tricot de jersey,Page # 174 of catalogue~Page # 30 of supplement,Page # 174 du catalogue~Page # 30 du suppl&eacute;ment,2,BL,Black,Noir,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0070M&mycolorimg=0070M-BL.jpg,N/A,Acrylic~Board Toque (Slouchy),Acrylique~Tuque «Board» (Recourbé)
0070M,Acrylic~Board Toque (Slouchy)~Jersey knit,Acrylique~Tuque «Board» (Recourbé)~Tricot de jersey,Page # 174 of catalogue~Page # 30 of supplement,Page # 174 du catalogue~Page # 30 du suppl&eacute;ment,,NV,Navy,Bleu marine,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0070M&mycolorimg=0070M-NV.jpg,N/A,Acrylic~Board Toque (Slouchy),Acrylique~Tuque «Board» (Recourbé)
0150M,Acrylic~Board Toque (Wildlife)~Rib knit,Acrylique~Tuque «Board» (Faune)~Tricot côtelé,Page # 117 of catalogue~Page # 46 of supplement,Page # 117 du catalogue~Page # 46 du suppl&eacute;ment,5,BEAR5,BEAR5,Ours5,$7.50 ,$7.30 ,$7.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0150M&mycolorimg=0150M-BEAR5.jpg,N/A,Acrylic~Board Toque (Wildlife),Acrylique~Tuque «Board» (Faune)
0150M,Acrylic~Board Toque (Wildlife)~Rib knit,Acrylique~Tuque «Board» (Faune)~Tricot côtelé,Page # 117 of catalogue~Page # 46 of supplement,Page # 117 du catalogue~Page # 46 du suppl&eacute;ment,,DEER5,DEER5,Chevreuil5,$7.50 ,$7.30 ,$7.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0150M&mycolorimg=0150M-DEER5.jpg,N/A,Acrylic~Board Toque (Wildlife),Acrylique~Tuque «Board» (Faune)
0150M,Acrylic~Board Toque (Wildlife)~Rib knit,Acrylique~Tuque «Board» (Faune)~Tricot côtelé,Page # 117 of catalogue~Page # 46 of supplement,Page # 117 du catalogue~Page # 46 du suppl&eacute;ment,,MOOSE5,MOOSE5,Orignal5,$7.50 ,$7.30 ,$7.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0150M&mycolorimg=0150M-MOOSE5.jpg,N/A,Acrylic~Board Toque (Wildlife),Acrylique~Tuque «Board» (Faune)
0150M,Acrylic~Board Toque (Wildlife)~Rib knit,Acrylique~Tuque «Board» (Faune)~Tricot côtelé,Page # 117 of catalogue~Page # 46 of supplement,Page # 117 du catalogue~Page # 46 du suppl&eacute;ment,,PIKE5,PIKE5,Brochet5,$7.50 ,$7.30 ,$7.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0150M&mycolorimg=0150M-PIKE5.jpg,N/A,Acrylic~Board Toque (Wildlife),Acrylique~Tuque «Board» (Faune)
0150M,Acrylic~Board Toque (Wildlife)~Rib knit,Acrylique~Tuque «Board» (Faune)~Tricot côtelé,Page # 117 of catalogue~Page # 46 of supplement,Page # 117 du catalogue~Page # 46 du suppl&eacute;ment,,WALLEYE5,WALLEYE5,Doré jaune5,$7.50 ,$7.30 ,$7.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0150M&mycolorimg=0150M-WALLEYE5.jpg,N/A,Acrylic~Board Toque (Wildlife),Acrylique~Tuque «Board» (Faune)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,8,BL/DWNHL5,Black/DWNHL5,Noir/DWNHL5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-BL_DWNHL5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,,BL/SNWBR5,Black/SNWBR5,Noir/SNWBR5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-BL_SNWBR5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,,BL/XCNTR5,Black/XCNTR5,Noir/XCNTR5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-BL_XCNTR5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,,BL/HCK5,Black/HCK5,Noir/HCK5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-BL_HCK5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,,NV/HCK5,Navy/HCK5,Bleu marine/HCK5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-NV_HCK5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,,RD/HCK5,Red/HCK5,Rouge/HCK5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-RD_HCK5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,,SL/HCK5,Slate/HCK5,Gris ardoise/HCK5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-SL_HCK5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0160M,Acrylic~Board Toque (Sports)~Rib knit,Acrylic~Tuque «Board» (Sports)~Tricot côtelé,Page # 167 of catalogue~Page # 23 of supplement,Page # 167 du catalogue~Page # 23 du suppl&eacute;ment,,WH/HCK5,White/HCK5,Blanc/HCK5,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0160M&mycolorimg=0160M-WH_HCK5.jpg,N/A,Acrylic~Board Toque (Sports),Acrylic~Tuque «Board» (Sports)
0210M,"Leather (Premium Cowhide)~5 Panel Traditional~3 3/4” Crown height~Buckram flap behind front panel~Leather peak with 2 rows of stitching (P3)~Leather back strap with embossed flip buckle and metal grommet (B10, G4)","Cuir (Peau de Vache Première Qualité)~5 Panneaux «Traditionnel»~Hauteur de la couronne 3 3/4”~Rabat de bougran derrière la panneau avant~Palette en cuir avec 2 rangées de couture (P3)~Attache arrière en cuir avec boucle à revers embossée et gaine en métal (B10, G4)",Page # 71 of catalogue~,Page # 71 du catalogue~,1,BL,Black,Noir,$45.40 ,$44.10 ,$42.90 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0210M&mycolorimg=0210M-BL.jpg,N/A,Leather (Premium Cowhide)~5 Panel Traditional,Cuir (Peau de Vache Première Qualité)~5 Panneaux «Traditionnel»
0280M,"Leather (Premium Cowhide)~6 Panel Pro~Buckram laminated front panels with Pro-stitch~Pre-curved leather peak with 2 rows of stitching (P3)~Leather back strap with embossed flip buckle and metal grommet (B10, G4)","Cuir (Peau de Vache Première Qualité)~6 Panneaux «Pro»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée en cuir avec 2 rangées de couture (P3)~Attache arrière en cuir avec boucle à revers embossée et gaine en métal (B10, G4)",Page # 69 of catalogue~,Page # 69 du catalogue~,1,BL,Black,Noir,$45.60 ,$44.30 ,$43.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0280M&mycolorimg=0280M-BL.jpg,N/A,Leather (Premium Cowhide)~6 Panel Pro,Cuir (Peau de Vache Première Qualité)~6 Panneaux «Pro»
0290M,Acrylic~Board Toque (Ribbon Ladies)~Rib knit,Acrylique~Tuque «Board» (Ruban Femmes)~Tricot côtelé,Page # 164 of catalogue~Page # 20 of supplement,Page # 164 du catalogue~Page # 20 du suppl&eacute;ment,1,PK/RBN,Pink/Ribbon,Rose/Ruban,$9.00 ,$8.80 ,$8.50 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0290M&mycolorimg=0290M-PK_RBN.jpg,N/A,Acrylic~Board Toque (Ribbon Ladies),Acrylique~Tuque «Board» (Ruban Femmes)
0440M,"Leather (Premium Cowhide)~6 Panel Constructed Contour~Buckram laminated front panels with Pro-stitch~Pre-curved leather peak with 2 rows of stitching (P3)~Leather back strap with embossed flip buckle and metal grommet (B10, G4)","Cuir (Peau de Vache Première Qualité)~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée en cuir avec 2 rangées de couture (P3)~Attache arrière en cuir avec boucle à revers embossée et gaine en métal (B10, G4)",Page # 49 of catalogue~,Page # 49 du catalogue~,1,BL,Black,Noir,$45.60 ,$44.30 ,$43.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0440M&mycolorimg=0440M-BL.jpg,N/A,Leather (Premium Cowhide)~6 Panel Constructed Contour,Cuir (Peau de Vache Première Qualité)~6 Panneaux «Contour Renforcé»
0490M,Acrylic~Jeep Cap~Rib knit~Pliable plastic peak,Acrylique~Style «Jeep»~Tricot côtelé~Palette de plastique malléable,Page # 177 of catalogue~Page # 33 of supplement,Page # 177 du catalogue~Page # 33 du suppl&eacute;ment,2,BL,Black,Noir,$7.70 ,$7.50 ,$7.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0490M&mycolorimg=0490M-BL.jpg,N/A,Acrylic~Jeep Cap,Acrylique~Style «Jeep»
0490M,Acrylic~Jeep Cap~Rib knit~Pliable plastic peak,Acrylique~Style «Jeep»~Tricot côtelé~Palette de plastique malléable,Page # 177 of catalogue~Page # 33 of supplement,Page # 177 du catalogue~Page # 33 du suppl&eacute;ment,,NV,Navy,Bleu marine,$7.70 ,$7.50 ,$7.30 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0490M&mycolorimg=0490M-NV.jpg,N/A,Acrylic~Jeep Cap,Acrylique~Style «Jeep»
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",11,BL,Black,Noir,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-BL.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,BR,Brown,Brun,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-BR.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,CH,Charcoal,Gris charbon,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-CH.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,FG,Forest Green,Vert forêt,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-FG.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,FL,Fluorescent Orange,Orange Fluorescent,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-FL.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,NV,Navy,Bleu marine,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-NV.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,RD,Red,Rouge,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-RD.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
