ItemNo,Item Status,ItemName,Material,Description,Decorating,ColorHeading,ColorList,Category,SubCategory,MasterCartonCasePack,MasterCartonDimension-Depth,MasterCartonDimension-Height,MasterCartonDimension-Weight,MasterCartonDimension-Width,CatalogSize,MemorySize,ImprintTextAll,PackagingDetails,Disclaimers,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceCanCol1,PriceCanCol2,PriceCanCol3,PriceCanCol4,PriceCanCol5,PriceHeadingType,PriceHeadingCDN,Icon_Brand_Name,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Photo_Feature,Photo_1,Photo_2,Photo_3,Photo_4,Photo_5,Photo_6,Photo_7,Photo_8,Photo_9,Photo_10,Photo_11,Photo_12,Photo_13,Photo_14,Photo_15,Photo_16,Photo_17,Photo_18,Photo_19,Photo_20,Photo_21,Photo_22,Photo_23,Photo_24,Photo_25,Photo_26,Photo_27,Photo_28,Photo_29,Photo_30,Photo_Alt1,Photo_Alt2,Photo_Alt3,Photo_Alt4,Photo_Alt5,Photo_Alt6,Photo_Alt7,Photo_Alt8,Photo_Alt9,Photo_Alt10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,MasterPageName,ItemNew,NewCatText,CategoryImageName,SampleTagColors,RecPenCatText,RecPenPriceCol1,RecPenPriceCol2,RecPenPriceCol3,RecPenPriceCol4,RecPenPriceCol5,RecPenPriceCDNCol1,RecPenPriceCDNCol2,RecPenPriceCDNCol3,RecPenPriceCDNCol4,RecPenPriceCDNCol5,CatalogDescPackaging,RecPenFilename,Callout1,Callout2,Callout3,ArtistInstructions,BrandImageName,GroupSubName,GroupName,GroupSort,CategoryShopping,SubCategoryShopping
9020-03,INLINE,Thule® Enroute Mosey Daypack,Nylon,"In the Thule® Mosey, you can utilize the open space in this 28 liter hooded daypack to carry everything you need, including your 15"" MacBook Pro or PC and iPad/10.1"" tablet. Large main compartment with padded, top-load sleeve for a laptop and a slip pocket for an iPad/tablet. Two side heat-molded, crush-proof SafeZone™ compartments safeguard fragile gear. Cinch entry into main compartment secures everything inside the bag and serves as a second layer of protection. Organization panel keeps snacks and electronics in one place. Airflow channels on back panel provide ventilation. Padded backpack straps with a sternum strap maximize comfort. Stash pocket on hood keeps small items within instant reach. Integrated custom closure system easily slides together and releases. Free run charges for embroidery up to 7500 stitches.",,Color:,Black,Backpacks,Compu-Backpacks (Backpacks),2,20.47,13.39,4.8,8.66,"18.1"" H x 11"" W x 10.2"" L",,Embroidery,Bulk,,6,20,40,60,100,157.73,151.48,145.23,138.97,125.2,5C,CDN$,Thule.eps,iPad.eps,15 Laptop.eps,,,,,,,,,9020-03BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-03BK_A-3.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Tech Bags  3,Yes,New ,TechBags_L.eps,Color: Black,,,,,,,,,,,,"In the Thule® Mosey, you can utilize the open space in this 28 liter hooded daypack to carry everything you need, including your 15"" MacBook Pro or PC and iPad/10.1"" tablet. Large main compartment with padded, top-load sleeve for a laptop and a slip pocket for an iPad/tablet. Two side heat-molded, crush-proof SafeZone™ compartments safeguard fragile gear. Cinch entry into main compartment secures everything inside the bag and serves as a second layer of protection. Organization panel keeps snacks and electronics in one place. Airflow channels on back panel provide ventilation. Padded backpack straps with a sternum strap maximize comfort. Stash pocket on hood keeps small items within instant reach. Integrated custom closure system easily slides together and releases. Free run charges for embroidery up to 7500 stitches. Bulk",,,,,,Thule.eps,Thule® Enroute Mosey Daypack,Thule® Enroute Mosey Daypack,20,Bags,Tech Bags 
9020-09,INLINE,Thule® 32L Crossover Compu-Backpack,Dobby Nylon,"Tackle your work week or weekend adventures in this durable laptop backpack with dedicated electronics protection, roomy compartments and organization. Padded, zippered compartment with dedicated storage for computers such as a 15"" MacBook Pro® or up to 17"" PC, and iPad® or other tablet, and a slip pocket for files. Crushproof SafeZone compartment for sunglasses and fragile gear includes a dedicated phone pocket. SafeZone compartment can be locked or removed altogether for extra space. The Shove-it Pocket with compression straps on the front provides additional external storage for a jacket or newspaper. Perforated EVA shoulder straps with mesh covering and padded back panel with air flow channels provide comfort and breathability. Water-resistant fabrics and zippers combine to create a lightweight, protective bag. Organization compartment keeps cords and other accessories at hand but out of the way. Two side mesh pockets for water bottles or accessories.",,Color:,Black,Backpacks,Compu-Backpacks (Backpacks),2,8.27,20.28,5.52,12.99,"18.5"" H x 12.4"" W x 12.2"" L",,Embroidery,Bulk,,3,10,20,30,50,229.05,219.97,210.87,201.78,181.78,5C,CDN$,Thule.eps,iPad.eps,17 Laptop.eps,,,,,,,,,9020-09BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-09BK_A-1.eps,9020-09BK_D-3.eps,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Tech Bags  3,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,"Tackle your work week or weekend adventures in this durable laptop backpack with dedicated electronics protection, roomy compartments and organization. Padded, zippered compartment with dedicated storage for computers such as a 15"" MacBook Pro® or up to 17"" PC, and iPad® or other tablet, and a slip pocket for files. Crushproof SafeZone compartment for sunglasses and fragile gear includes a dedicated phone pocket. SafeZone compartment can be locked or removed altogether for extra space. The Shove-it Pocket with compression straps on the front provides additional external storage for a jacket or newspaper. Perforated EVA shoulder straps with mesh covering and padded back panel with air flow channels provide comfort and breathability. Water-resistant fabrics and zippers combine to create a lightweight, protective bag. Organization compartment keeps cords and other accessories at hand but out of the way. Two side mesh pockets for water bottles or accessories. Bulk",,,,,,Thule.eps,Thule® 32L Crossover Compu-Backpack,Thule® 32L Crossover Compu-Backpack,20,,
9020-10,INLINE,Thule® Stravan Compu-Backpack,Nylon,"Contemporary commuter daypack with dedicated technology storage expands or compresses to accommodate a variety of gear. Padded, dedicated compartment protects both a 15"" MacBook Pro® and an iPad®. SafeEdge construction lines MacBook compartment for superior bumper protection. Crush proof SafeZone compartment for sunglasses plus a dedicated phone pocket. Removable SafeZone compartment for versatile storage. Suitcase style opening provides easy packing and locating of items. Pleated gussets on front panel allow for flexible storage capacity. Personal organization for smaller accessories comprised of multiple storage pockets and key fob. Base compression straps also secure a jacket or yoga mat. Durable, water-resistant 500D nylon with TPE backing and water-resistant YKK zippers. Two side mesh pockets for water bottles or accessories.
",,Color:,Gray,Backpacks,Compu-Backpacks (Backpacks),2,12.2,18.43,5.81,6.81,"17.7"" H x 12.4"" W x 12"" L",,"Color Imprint, 4-Color Process,  Embroidery",Bulk,,6,20,40,60,100,173.08,166.2,159.35,152.48,137.37,5C,CDN$,Thule.eps,New.eps,iPad.eps,15 Laptop.eps,,,,,,,,9020-10GY_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-10GY_D-3.eps,,,,,,,,,,Gray.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Tech Bags  3,,,TechBags_R.eps,Color: Gray,,,,,,,,,,,,"Contemporary commuter daypack with dedicated technology storage expands or compresses to accommodate a variety of gear. Padded, dedicated compartment protects both a 15"" MacBook Pro® and an iPad®. SafeEdge construction lines MacBook compartment for superior bumper protection. Crush proof SafeZone compartment for sunglasses plus a dedicated phone pocket. Removable SafeZone compartment for versatile storage. Suitcase style opening provides easy packing and locating of items. Pleated gussets on front panel allow for flexible storage capacity. Personal organization for smaller accessories comprised of multiple storage pockets and key fob. Base compression straps also secure a jacket or yoga mat. Durable, water-resistant 500D nylon with TPE backing and water-resistant YKK zippers. Two side mesh pockets for water bottles or accessories.
 Bulk",,,,,,Thule.eps,Thule® Stravan Compu-Backpack,Thule® Stravan Compu-Backpack,20,,
9020-11,INLINE,Thule® EnRoute Escort 2 Compu-Backpack,Nylon,"The Thule EnRoute Escort 2 is a bag designed to handle the outdoors as well as it does an airport. A 27 Liter daypack with ample space for daily gear and SafeEdge™ laptop protection, but large enough for 2 days of gear. The computer compartment holds either a 15” MacBook Pro® or a 15.6” PC as well as a tablet or iPad. Crushproof SafeZone™ compartment for sunglasses and fragile gear includes a dedicated phone pocket. Laptop compartment doubles as storage for a hydration reservoir (reservoir not included). Large main compartment keeps daily gear separate from the electronics. Quick-access pocket on front flap. Hideaway lash points with reflective detail. Organizational panel keeps small items secure and easy to locate. Airflow channels on back panel provide ventilation. Waistbelt provides extra support for larger loads. ",,Color:,Black,Backpacks,Compu-Backpacks (Backpacks),2,20.39,12.99,7.17,8.27,"17.7"" H x 12.2"" W x 13.8"" L",,Embroidery,Bulk,,3,10,20,30,50,216.35,207.77,199.17,190.58,171.7,5C,CDN$,Thule.eps,New.eps,iPad.eps,15 Laptop.eps,,,,,,,,9020-11BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-11BK_A-1.eps,9020-11BK_A-4.eps,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Tech Bags  3,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,"The Thule EnRoute Escort 2 is a bag designed to handle the outdoors as well as it does an airport. A 27 Liter daypack with ample space for daily gear and SafeEdge™ laptop protection, but large enough for 2 days of gear. The computer compartment holds either a 15” MacBook Pro® or a 15.6” PC as well as a tablet or iPad. Crushproof SafeZone™ compartment for sunglasses and fragile gear includes a dedicated phone pocket. Laptop compartment doubles as storage for a hydration reservoir (reservoir not included). Large main compartment keeps daily gear separate from the electronics. Quick-access pocket on front flap. Hideaway lash points with reflective detail. Organizational panel keeps small items secure and easy to locate. Airflow channels on back panel provide ventilation. Waistbelt provides extra support for larger loads.  Bulk",,,,,,Thule.eps,Thule® EnRoute Escort 2 Compu-Backpack,Thule® EnRoute Escort 2 Compu-Backpack,20,,
9020-12,INLINE,Thule® EnRoute Triumph 2 Compu-Backpack,Nylon,"The Thule EnRoute Triumph 2 is a 21 Liter pack with SafeEdge™ laptop protection and compartments for essential daily gear. The bag fits a 15” MacBook® Pro or PC. The SafeEdge™ construction laptop sleeve for corner protection plus slip pocket for tablet or iPad. Crushproof SafeZone™ compartment for sunglasses, smartphone like an iPhone and other fragile gear. The expandable drop pocket offers quick access storage. The laptop compartment doubles as storage for a hydration reservoir (reservoir not included). Quick-access pocket on front flap. Features hideaway lash points with reflective detail. Organizational panel keeps small items secure and easy to locate. Airflow channels on back panel provide ventilation and the padded daypack straps with sternum strap maximize comfort. ",,Colors:,Black or Red,Backpacks,Compu-Backpacks (Backpacks),2,18.82,6.69,5.37,13.31,"17.3"" H x 12.2"" W x 11.4"" L",,Embroidery,Bulk,,6,20,40,60,100,162.28,155.83,149.4,142.95,128.78,5C,CDN$,Thule.eps,New.eps,iPad.eps,15 Laptop.eps,,,,,,,,9020-12BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-12BK_A-1.eps,9020-12BK_D-3.eps,,,,,,,,,Black.eps,Red.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Tech Bags  3,,,TechBags_L.eps,Colors: Black or Red,,,,,,,,,,,,"The Thule EnRoute Triumph 2 is a 21 Liter pack with SafeEdge™ laptop protection and compartments for essential daily gear. The bag fits a 15” MacBook® Pro or PC. The SafeEdge™ construction laptop sleeve for corner protection plus slip pocket for tablet or iPad. Crushproof SafeZone™ compartment for sunglasses, smartphone like an iPhone and other fragile gear. The expandable drop pocket offers quick access storage. The laptop compartment doubles as storage for a hydration reservoir (reservoir not included). Quick-access pocket on front flap. Features hideaway lash points with reflective detail. Organizational panel keeps small items secure and easy to locate. Airflow channels on back panel provide ventilation and the padded daypack straps with sternum strap maximize comfort.  Bulk",,,,,,Thule.eps,Thule® EnRoute Triumph 2 Compu-Backpack,Thule® EnRoute Triumph 2 Compu-Backpack,20,,
9020-20,INLINE,Thule® Crossover TSA-Friendly Compu-Messenger Bag,Dobby Nylon,"The Thule® Crossover messenger features 12 liters of space in a bag that keeps laptops safe, eases the hassle of airport security with its checkpoint-friendly design, and keeps all other toys and gadgets organized while in pursuit of your next adventure. Security-friendly laptop compartment fits up to a 15” MacBook Pro or PC. Designed in compliance with TSA guidelines so your laptop does not need to be removed when passing through airport security. Simply unzip laptop. Heat-molded, crush-proof SafeZone™ compartment protects your iPhone or smartphone. Mesh magazine pocket is easily accessed from top of the bag. Convenient organization panel hidden beneath front flap. Multiple closure webbing loops allow for bag and flap to adjust to the size of your load. Pass-through luggage sleeve securely attaches messenger to most rolling luggage. Lightweight, durable fabric is also water-resistant. Free run charges for embroidery up to 7500 stitches.",,Color:,Black,Business Cases,Compu-Messenger Bags (Business Cases),2,8.5,18,5.41,12.75,"13"" H x 17.9"" W x 8.7"" L",,Embroidery,Bulk,,6,20,40,60,100,180.67,173.48,166.32,159.13,143.37,5C,CDN$,Thule.eps,iPad.eps,15 Laptop.eps,,,,,,,,,9020-20BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-20BK_A-1.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Tech Bags  3,Yes,New ,TechBags_R.eps,Color: Black,,,,,,,,,,,,"The Thule® Crossover messenger features 12 liters of space in a bag that keeps laptops safe, eases the hassle of airport security with its checkpoint-friendly design, and keeps all other toys and gadgets organized while in pursuit of your next adventure. Security-friendly laptop compartment fits up to a 15” MacBook Pro or PC. Designed in compliance with TSA guidelines so your laptop does not need to be removed when passing through airport security. Simply unzip laptop. Heat-molded, crush-proof SafeZone™ compartment protects your iPhone or smartphone. Mesh magazine pocket is easily accessed from top of the bag. Convenient organization panel hidden beneath front flap. Multiple closure webbing loops allow for bag and flap to adjust to the size of your load. Pass-through luggage sleeve securely attaches messenger to most rolling luggage. Lightweight, durable fabric is also water-resistant. Free run charges for embroidery up to 7500 stitches. Bulk",,,,,,Thule.eps,Thule® Crossover TSA-Friendly Compu-Messenger Bag,Thule® Crossover TSA-Friendly Compu-Messenger Bag,20,Bags,Tech Bags 
9020-42,INLINE,Thule® Chasm 40L Duffel - Medium,Phthalate-free TPE laminate with a 1000D nylon base,"The Thule® Chasm series duffel offers a wide mouth opening and removable backpack straps. These rugged, weather resistant duffels are your go-to gear hauler for any adventure. Oversized, wide mouth opening make it easy to pack and easy to get to your gear. Side access makes it easy to reach the main compartment from any angle. Duffel straps stow cleanly along the side of the duffel. Straps quickly convert the bag from a backpack to a duffel. Durable, water proof tarpaulin fabric stands up on its own for easy packing but easily folds for storage. Internal mesh pockets keep your gear organized. External compression straps prevent bag contents from falling to the bottom of the bag when in backpack mode. Padded bottom cushions your gear from the ground. Locking zippers deter thieves (lock sold separately). Exterior stash pocket stores small items. 2440 cu in capacity.",,Color:,Gray,Duffels,Sport Duffels (Duffels),8,23.62,15.75,26.58,15.75,"10"" H x 22.1"" W x 12.6"" L",,Embroidery,Bulk,,3,10,20,30,50,220.18,211.43,202.7,193.97,174.73,5C,CDN$,Thule.eps,,,,,,,,,,,9020-42GY_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-42GY_A-2.eps,,,,,,,,,,Gray.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Backpacks & Duffels 3,,,BackpacksDuffels_R.eps,Color: Gray,,,,,,,,,,,,"The Thule® Chasm series duffel offers a wide mouth opening and removable backpack straps. These rugged, weather resistant duffels are your go-to gear hauler for any adventure. Oversized, wide mouth opening make it easy to pack and easy to get to your gear. Side access makes it easy to reach the main compartment from any angle. Duffel straps stow cleanly along the side of the duffel. Straps quickly convert the bag from a backpack to a duffel. Durable, water proof tarpaulin fabric stands up on its own for easy packing but easily folds for storage. Internal mesh pockets keep your gear organized. External compression straps prevent bag contents from falling to the bottom of the bag when in backpack mode. Padded bottom cushions your gear from the ground. Locking zippers deter thieves (lock sold separately). Exterior stash pocket stores small items. 2440 cu in capacity. Bulk",,,,,,Thule.eps,Thule® Chasm 40L Duffel - Medium,Thule® Chasm 40L Duffel - Medium,20,,
9020-81,INLINE,Thule® Atmos iPhone 6 Case,ABS Plastic,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most.",,Color:,Black,Technology,Cases & Accessories (Technology),6,8.31,4.92,1.43,5.2,"5.625"" H x 2.875"" W x .25"" L",,Color Imprint,1-piece premium gift box,,12,50,100,150,200,71.13,68.32,65.5,62.67,56.47,5C,CDN$,Thule.eps,,,,,,,,,,,9020-81BK_D_1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-81BK_A-1.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Tech Accessories 3,,,TechAccessories_L.eps,Color: Black,,,,,,,,,,,,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most. 1-piece premium gift box",,,,,,Thule.eps,Thule® Atmos iPhone 6 Case,Thule® Atmos iPhone 6 Case,20,,
9020-82,INLINE,Thule® Atmos iPhone 6 Plus Case,ABS Plastic,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most.",,Color:,Black,Technology,Cases & Accessories (Technology),6,8.86,4.92,1.63,5.2,"6.375"" H x 3.375"" W x .25"" L",,Color Imprint,1-piece premium gift box,,12,50,100,150,200,70.93,68.12,65.3,62.48,56.3,5C,CDN$,Thule.eps,,,,,,,,,,,9020-82BK_D_1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020-82BK_A-1.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Tech Accessories 4,,,TechAccessories_R.eps,Color: Black,,,,,,,,,,,,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most. 1-piece premium gift box",,,,,,Thule.eps,Thule® Atmos iPhone 6 Plus Case,Thule® Atmos iPhone 6 Plus Case,20,,
9100-15,INLINE,Milano Deluxe Versa-Folio,UltraHyde,"Zippered closure. Includes built-in solar calculator. Multiple file pockets and mesh pocket for documents. Removable 3"" x 5"" pocket jotter. Removable 1"" three-ring binder. Includes 8.5"" x 11"" writing pad.",,Color:,Black,Stationery,Ringbinders (Stationery),6,15.34,15.15,18.29,12.2,"11"" H x 13.5"" W x 2"" L",,"Stamping, Color Imprint, Epoxy Dome",Bulk,,24,100,150,250,400,46.33,44.48,42.65,40.82,36.77,5C,CDN$,,Exclusive Design.eps,Calculator Included.eps,A4 Paper.eps,,,,,,,,9100-15BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9100-15BK_A-2.eps,9100-15BK_A.eps,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Stationery 3,,,Stationery_L.eps,Color: Black,9100-15 + Recommended pen 1035-81,36.98,35.63,34.28,32.93,29.96,49.8,47.95,46.12,44.29,40.24,"Zippered closure. Includes built-in solar calculator. Multiple file pockets and mesh pocket for documents. Removable 3"" x 5"" pocket jotter. Removable 1"" three-ring binder. Includes 8.5"" x 11"" writing pad. Bulk",,,,,,,Milano Deluxe Versa-Folio,Milano Deluxe Versa-Folio,20,Office,Stationery
9100-66,INLINE,Milano Pocket Jotter,UltraHyde,"Business card pockets. Pen loop. Includes 3"" x 4.75"" writing pad.",,Color:,Black,Stationery,Jotters (Stationery),96,17.91,9.05,21.6,11.81,"5.25"" H x 3.5"" W x .25"" L",,"Stamping, Color Imprint, Epoxy Dome",,,144,250,400,600,1000,4.43,4.25,4.08,3.9,3.52,5C,CDN$,,Exclusive Design.eps,,,,,,,,,,9100-66BK_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9100-66BK_A-2.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Stationery 2,,,Stationery_L.eps,Color: Black,9100-66 + Recommended pen 6651-07,3.73,3.61,3.48,3.35,3.06,4.93,4.75,4.58,4.4,4.02,"Business card pockets. Pen loop. Includes 3"" x 4.75"" writing pad.",,,,,,,Milano Pocket Jotter,Milano Pocket Jotter,20,Office,Stationery
9200-01,INLINE,Manhattan Writing Pad,Genuine Pebble Grain Leather.,"Interior organizer with document folder. Front slot pocket. Pen loop. Includes 8.5"" x 11"" writing pad. Includes 1-piece gift box.",,Color:,Black,Stationery,Padfolios & Writing Pads (Stationery),12,19.68,14.37,28.65,11.81,"13"" H x 10.25"" W x 1"" L",,"Stamping, Epoxy Dome",1-piece black gift box,,12,50,100,150,200,63.5,61,58.48,55.95,50.4,5C,CDN$,,Exclusive Design.eps,A4 Paper.eps,,,,,,,,,9200-01BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200-01BK_A.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Stationery 2,,,Stationery_L.eps,Color: Black,9200-01 + Recommended pen 1015-09,50.58,48.73,46.88,45.03,40.96,68.13,65.63,63.11,60.58,55.03,"Interior organizer with document folder. Front slot pocket. Pen loop. Includes 8.5"" x 11"" writing pad. Includes 1-piece gift box. 1-piece black gift box",,,,,,,Manhattan Writing Pad,Manhattan Writing Pad,20,Office,Stationery
9200-10,INLINE,Manhattan Zippered Padfolio,Genuine Pebble Grain Leather.,"Zippered closure. Interior organizer with gusseted file pocket and business card pockets. Pen loop. Includes 8.5"" x 11"" writing pad.  Includes 1-piece gift box.",,Color:,Black,Stationery,Padfolios & Writing Pads (Stationery),12,25,14.56,35.27,12.2,"13"" H x 10.5"" W x 1.25"" L",,"Stamping, Epoxy Dome",1-piece black gift box,,12,50,100,150,200,73.82,70.88,67.97,65.03,58.58,5C,CDN$,,Exclusive Design.eps,A4 Paper.eps,,,,,,,,,9200-10BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200-10BK_A.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Stationery 3,,,Stationery_R.eps,Color: Black,9200-10 + Recommended pen 1015-09,58.15,56,53.85,51.7,46.96,78.45,75.51,72.6,69.66,63.21,"Zippered closure. Interior organizer with gusseted file pocket and business card pockets. Pen loop. Includes 8.5"" x 11"" writing pad.  Includes 1-piece gift box. 1-piece black gift box",,,,,,,Manhattan Zippered Padfolio,Manhattan Zippered Padfolio,20,Office,Stationery
9260-16,INLINE,Balmain® Classique Ballpoint Stylus,Brass,Exclusive Balmain® design in a modern silhouette. Monochromatic upper and lower barrel accented with stunning chrome details. Soft rubber stylus tip is integrated into the end cap of pen and eliminates fingerprints and smudges on your device. Compatible with any capacitive touchscreen device. Also ideal for any public touchscreen uses such as ATM or retail payment pads. Includes premium black ink cartridge.Formerly named the Balmain Toulon Ballpoint Stylus.,,Color:,Black,Metal Pens,Metal Stylus Pens (Metal Pens),500,13.78,6.69,25.3,12.99,"5.5"" H x .38"" D",,"Color Imprint, Laser",2-piece premium gift box,,72,150,300,450,600,10.35,9.95,9.53,9.13,8.22,5C,CDN$,Balmain.eps,Exclusive Design.eps,iPad.eps,Black Ink.eps,,,,,,,,9260-16BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Pens 4,Yes,New ,Pens_L.eps,Color: Black,,,,,,,,,,,,Exclusive Balmain® design in a modern silhouette. Monochromatic upper and lower barrel accented with stunning chrome details. Soft rubber stylus tip is integrated into the end cap of pen and eliminates fingerprints and smudges on your device. Compatible with any capacitive touchscreen device. Also ideal for any public touchscreen uses such as ATM or retail payment pads. Includes premium black ink cartridge.Formerly named the Balmain Toulon Ballpoint Stylus. 2-piece premium gift box,,,,,,Balmain.eps,Balmain® Classique Ballpoint Stylus,Balmain® Classique Ballpoint Stylus,20,Office,Pens
9260-22,INLINE,Balmain® Eternity Ballpoint Stylus,Brass,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge and rubberized stylus tip ideal for touch screens such as iPads, iPhones, and retail payment pads. Formerly named Concorde.",,Color:,Silver,Metal Pens,Metal Stylus Pens (Metal Pens),320,11.22,11.02,20.9,7.09,"5.5"" H x .55"" D",,"Color Imprint, Laser",2-piece premium gift box,,48,150,300,450,600,14.5,13.92,13.35,12.77,11.5,5C,CDN$,Balmain.eps,iPad.eps,Black Ink.eps,,,,,,,,,9260-22SL_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Pens 4,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge and rubberized stylus tip ideal for touch screens such as iPads, iPhones, and retail payment pads. Formerly named Concorde. 2-piece premium gift box",,,,,,Balmain.eps,Balmain® Eternity Ballpoint Stylus,Balmain® Eternity Ballpoint Stylus,20,Office,Pens
9260-23,INLINE,Balmain® Eternity Stylus Pen Set,Brass,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pens include premium black ink cartridges and ballpoint features rubberized stylus tip ideal for iPads, iPhones, and retail payment pads. Formerly named Concorde.",,Color:,Silver,Metal Pens,Metal Stylus Pens (Metal Pens),0,NULL,NULL,NULL,NULL,"6.5"" H x 2"" W x .9"" L",,"Color Imprint, Laser",2-piece premium gift box,,24,100,150,250,400,29.33,28.17,27,25.85,23.28,5C,CDN$,Balmain.eps,iPad.eps,Black Ink.eps,,,,,,,,,9260-23SL_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Pens 3,,,Pens_R.eps,Color: Silver,,,,,,,,,,,,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pens include premium black ink cartridges and ballpoint features rubberized stylus tip ideal for iPads, iPhones, and retail payment pads. Formerly named Concorde. 2-piece premium gift box",,,,,,Balmain.eps,Balmain® Eternity Stylus Pen Set,Balmain® Eternity Stylus Pen Set,20,Office,Pens
